,Price,District,State,Bedrooms,Tenure,Furnished Type,Size,Facilities,Bathrooms,Car Slots,House Type,Price per sqft,Price per Bedroom,Room Density,District_code,State_code,Tenure_code,Furnished Type_code,House Type_code
11639,1800000,subang jaya,selangor,8.0,leasehold,unfurnished,3800.0,"['Kitchen Cabinet', 'Air Conditioner', 'Bath Tub']",5.0,2.0,2.5-sty terrace/link house,473.68,225000.0,0.002105263157894737,249,13,1,2,3
11640,1200000,bandar sri damansara,selangor,4.0,freehold,partly furnished,2250.0,"['Kitchen Cabinet', 'Air Conditioner']",4.0,2.0,2.5-sty terrace/link house,533.33,300000.0,0.0017777777777777779,20,13,0,1,3
11641,518000,balakong,selangor,5.0,leasehold,unfurnished,4000.0,"['Balcony', 'Playground', 'Parking', 'Jogging Track']",3.0,3.0,2.5-sty terrace/link house,129.5,103600.0,0.00125,14,13,1,2,3
11642,2290000,sungai buloh,selangor,5.0,freehold,partly furnished,3600.0,"['Parking', 'Jogging Track', 'Playground', 'Tennis Courts', 'Business Centre', 'Gym', 'Retail Stores', 'Salon', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Wading Pool', 'Cafe', 'Bus Stop', 'Basketball Court']",5.0,3.0,2.5-sty terrace/link house,636.11,458000.0,0.001388888888888889,252,13,0,1,3
11643,1400000,puchong,selangor,6.0,freehold,unfurnished,3050.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Garage', 'Garden', 'Parking', 'Playground']",4.0,4.0,2.5-sty terrace/link house,459.02,233333.33333333334,0.0019672131147540984,197,13,0,2,3
11644,570000,batu caves,selangor,4.0,leasehold,unfurnished,2592.0,[],3.0,2.0,2.5-sty terrace/link house,219.91,142500.0,0.0015432098765432098,32,13,1,2,3
11645,1650000,bandar utama,selangor,5.0,freehold,unfurnished,3000.0,"['Bbq', 'Parking', 'Jogging Track', 'Playground']",4.0,3.0,2.5-sty terrace/link house,550.0,330000.0,0.0016666666666666668,24,13,0,2,3
11646,1850000,bandar utama,selangor,5.0,freehold,unfurnished,3300.0,"['Kitchen Cabinet', 'Air Conditioner']",4.0,3.0,2.5-sty terrace/link house,560.61,370000.0,0.0015151515151515152,24,13,0,2,3
11647,2280000,sungai buloh,selangor,6.0,freehold,partly furnished,3800.0,"['Air Conditioner', 'Balcony', 'Garden', 'Kitchen Cabinet', 'Garage', 'Bath Tub', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Tennis Courts', 'Business Centre', 'Gym', 'Retail Stores', 'Salon', '24-Hour Security', 'Jacuzzi', 'Nursery', 'Sauna', 'Wading Pool', 'Cafe', 'Bus Stop']",6.0,4.0,2.5-sty terrace/link house,600.0,380000.0,0.0015789473684210526,252,13,0,1,3
11648,1050000,cyberjaya,selangor,5.0,freehold,unfurnished,2900.0,"['Air Conditioner', 'Balcony', 'Kitchen Cabinet', 'Garden', 'Parking', 'Jogging Track', 'Playground', 'Gym', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Wading Pool', 'Basketball Court']",4.0,4.0,2.5-sty terrace/link house,362.07,210000.0,0.0017241379310344827,69,13,0,2,3
11649,968000,puchong,selangor,5.0,freehold,unfurnished,3200.0,"['Kitchen Cabinet', 'Balcony', 'Bath Tub', 'Air Conditioner', 'Parking', 'Jogging Track', 'Playground', '24-Hour Security', 'Nursery']",5.0,2.0,2.5-sty terrace/link house,302.5,193600.0,0.0015625,197,13,0,2,3
11650,1450000,kepong,kuala lumpur,6.0,leasehold,fully furnished,3300.0,[],4.0,2.0,2.5-sty terrace/link house,439.39,241666.66666666666,0.0018181818181818182,116,3,1,0,3
11651,1600000,puchong,selangor,7.0,freehold,fully furnished,3850.0,"['Kitchen Cabinet', 'Air Conditioner']",4.0,2.0,2.5-sty terrace/link house,415.58,228571.42857142858,0.0018181818181818182,197,13,0,0,3
11652,660000,segambut,kuala lumpur,3.0,freehold,partly furnished,1200.0,"['Kitchen Cabinet', 'Air Conditioner']",3.0,2.0,2.5-sty terrace/link house,550.0,220000.0,0.0025,215,3,0,1,3
11653,660000,segambut,kuala lumpur,3.0,freehold,partly furnished,1200.0,"['Kitchen Cabinet', 'Air Conditioner']",3.0,2.0,2.5-sty terrace/link house,550.0,220000.0,0.0025,215,3,0,1,3
11654,2150000,bangsar,kuala lumpur,5.0,freehold,unfurnished,2800.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Garden', 'Garage', 'Playground', 'Parking']",3.0,4.0,2.5-sty terrace/link house,767.86,430000.0,0.0017857142857142857,27,3,0,2,3
11655,1190000,bandar kinrara,selangor,5.0,leasehold,unfurnished,3000.0,"['Kitchen Cabinet', 'Air Conditioner']",4.0,2.0,2.5-sty terrace/link house,396.67,238000.0,0.0016666666666666668,18,13,1,2,3
11656,1850000,bandar utama,selangor,5.0,freehold,unfurnished,3000.0,"['Air Conditioner', 'Kitchen Cabinet', 'Parking', 'Jogging Track', 'Playground', '24-Hour Security']",4.0,2.0,2.5-sty terrace/link house,616.67,370000.0,0.0016666666666666668,24,13,0,2,3
11657,680000,puchong,selangor,4.0,leasehold,partly furnished,2090.0,[],4.0,2.0,2.5-sty terrace/link house,325.36,170000.0,0.0019138755980861245,197,13,1,1,3
11658,1700000,sungai buloh,selangor,5.0,freehold,unfurnished,3200.0,"['Air Conditioner', 'Bath Tub', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Tennis Courts', 'Business Centre', 'Gym', 'Retail Stores', 'Salon', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Nursery', 'Sauna', 'Wading Pool', 'Cafe', 'Basketball Court']",5.0,3.0,2.5-sty terrace/link house,531.25,340000.0,0.0015625,252,13,0,2,3
11659,1880000,ulu kelang,kuala lumpur,6.0,freehold,unfurnished,5000.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bath Tub', 'Garage', 'Garden', 'Bbq', 'Parking', 'Jogging Track', 'Playground', '24-Hour Security']",6.0,2.0,2.5-sty terrace/link house,376.0,313333.3333333333,0.0012,292,3,0,2,3
11660,2360000,sunway spk,kuala lumpur,6.0,freehold,unfurnished,2800.0,"['Kitchen Cabinet', 'Air Conditioner']",4.0,2.0,2.5-sty terrace/link house,842.86,393333.3333333333,0.002142857142857143,264,3,0,2,3
11661,860000,shah alam,selangor,6.0,leasehold,unfurnished,3311.0,['Kitchen Cabinet'],5.0,2.0,2.5-sty terrace/link house,259.74,143333.33333333334,0.001812141347025068,237,13,1,2,3
11662,1900000,bandar utama,selangor,5.0,freehold,unfurnished,3000.0,"['Bbq', 'Jogging Track', 'Playground', 'Tennis Courts', 'Retail Stores', '24-Hour Security', 'Nursery']",5.0,4.0,2.5-sty terrace/link house,633.33,380000.0,0.0016666666666666668,24,13,0,2,3
11663,1190000,cheras,selangor,5.0,freehold,partly furnished,2800.0,"['Kitchen Cabinet', 'Balcony', 'Garden', 'Air Conditioner', 'Garage']",4.0,2.0,2.5-sty terrace/link house,425.0,238000.0,0.0017857142857142857,67,13,0,1,3
11664,985000,tebrau,johor,5.0,freehold,partly furnished,3111.0,[],3.0,2.0,2.5-sty terrace/link house,316.62,197000.0,0.0016072002571520412,280,0,0,1,3
11665,1550000,subang jaya,selangor,6.0,freehold,unfurnished,3350.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bath Tub', 'Garden']",6.0,2.0,2.5-sty terrace/link house,462.69,258333.33333333334,0.001791044776119403,249,13,0,2,3
11667,1700000,taman tun dr ismail,kuala lumpur,6.0,freehold,unfurnished,2800.0,['Kitchen Cabinet'],5.0,2.0,2.5-sty terrace/link house,607.14,283333.3333333333,0.002142857142857143,267,3,0,2,3
11668,1600000,kepong,kuala lumpur,5.0,leasehold,unfurnished,3300.0,[],6.0,2.0,2.5-sty terrace/link house,484.85,320000.0,0.0015151515151515152,116,3,1,2,3
11669,1350000,seri kembangan,selangor,4.0,freehold,partly furnished,2894.0,"['Kitchen Cabinet', 'Air Conditioner', 'Parking']",4.0,2.0,2.5-sty terrace/link house,466.48,337500.0,0.00138217000691085,232,13,0,1,3
11670,2200000,sunway spk,kuala lumpur,5.0,freehold,unfurnished,2800.0,"['Air Conditioner', 'Kitchen Cabinet', 'Playground', '24-Hour Security']",4.0,2.0,2.5-sty terrace/link house,785.71,440000.0,0.0017857142857142857,264,3,0,2,3
11671,1899999,sungai buloh,selangor,5.0,freehold,partly furnished,3000.0,[],4.0,4.0,2.5-sty terrace/link house,633.33,379999.8,0.0016666666666666668,252,13,0,1,3
11672,1388000,seri kembangan,selangor,5.0,leasehold,unfurnished,2574.0,"['Parking', 'Jogging Track', 'Playground']",5.0,2.0,2.5-sty terrace/link house,539.24,277600.0,0.0019425019425019425,232,13,1,2,3
11673,900000,cheras,selangor,5.0,freehold,unfurnished,2500.0,[],4.0,2.0,2.5-sty terrace/link house,360.0,180000.0,0.002,67,13,0,2,3
11674,1080000,setia alam,selangor,5.0,freehold,unfurnished,2550.0,"['Garden', 'Jogging Track', 'Playground', 'Retail Stores', '24-Hour Security']",5.0,4.0,2.5-sty terrace/link house,423.53,216000.0,0.00196078431372549,235,13,0,2,3
11675,1020000,seri kembangan,selangor,6.0,freehold,partly furnished,2500.0,"['Balcony', '24-Hour Security', 'Playground']",4.0,4.0,2.5-sty terrace/link house,408.0,170000.0,0.0024,232,13,0,1,3
11676,2300000,sunway spk,kuala lumpur,5.0,freehold,unfurnished,2800.0,"['Kitchen Cabinet', 'Balcony', 'Air Conditioner', 'Parking', 'Playground']",5.0,2.0,2.5-sty terrace/link house,821.43,460000.0,0.0017857142857142857,264,3,0,2,3
11677,2980000,mont kiara,kuala lumpur,6.0,malay reserved land,unfurnished,3239.0,[],6.0,2.0,2.5-sty terrace/link house,920.04,496666.6666666667,0.0018524235875270144,166,3,2,2,3
11678,969000,putrajaya,putrajaya,5.0,freehold,unfurnished,2500.0,[],4.0,3.0,2.5-sty terrace/link house,387.6,193800.0,0.002,201,10,0,2,3
11680,1460000,sri petaling,kuala lumpur,5.0,freehold,unfurnished,2000.0,[],3.0,2.0,2.5-sty terrace/link house,730.0,292000.0,0.0025,247,3,0,2,3
11682,1468000,bandar utama,selangor,5.0,freehold,unfurnished,2700.0,[],4.0,2.0,2.5-sty terrace/link house,543.7,293600.0,0.001851851851851852,24,13,0,2,3
11683,1780000,bandar utama,selangor,5.0,freehold,unfurnished,3000.0,[],4.0,3.0,2.5-sty terrace/link house,593.33,356000.0,0.0016666666666666668,24,13,0,2,3
11684,1850000,bandar utama,selangor,5.0,freehold,unfurnished,3000.0,[],4.0,2.0,2.5-sty terrace/link house,616.67,370000.0,0.0016666666666666668,24,13,0,2,3
11685,1700000,bandar utama,selangor,5.0,freehold,unfurnished,3000.0,[],4.0,2.0,2.5-sty terrace/link house,566.67,340000.0,0.0016666666666666668,24,13,0,2,3
11686,900000,putrajaya,putrajaya,5.0,freehold,unfurnished,2500.0,[],4.0,2.0,2.5-sty terrace/link house,360.0,180000.0,0.002,201,10,0,2,3
11687,2300000,sungai buloh,selangor,5.0,freehold,unfurnished,3800.0,"['Kitchen Cabinet', 'Balcony', 'Garage', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Playground']",4.0,4.0,2.5-sty terrace/link house,605.26,460000.0,0.0013157894736842105,252,13,0,2,3
11688,3180000,tanjung tokong,penang,6.0,freehold,fully furnished,4000.0,"['Kitchen Cabinet', 'Balcony', 'Bath Tub', 'Air Conditioner', 'Garden', '24-Hour Security']",4.0,2.0,2.5-sty terrace/link house,795.0,530000.0,0.0015,277,7,0,0,3
11689,2250000,tanjung tokong,penang,6.0,freehold,partly furnished,3400.0,"['Kitchen Cabinet', 'Balcony', 'Bath Tub', 'Air Conditioner', 'Garden', '24-Hour Security']",4.0,2.0,2.5-sty terrace/link house,661.76,375000.0,0.0017647058823529412,277,7,0,1,3
11690,1350000,bandar sri damansara,selangor,4.0,freehold,unfurnished,2500.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bath Tub', 'Garage']",4.0,2.0,2.5-sty terrace/link house,540.0,337500.0,0.0016,20,13,0,2,3
11691,2380000,subang jaya,selangor,8.0,freehold,unfurnished,4400.0,[],7.0,2.0,2.5-sty terrace/link house,540.91,297500.0,0.0018181818181818182,249,13,0,2,3
11692,968000,puchong,selangor,5.0,freehold,partly furnished,3070.0,"['Kitchen Cabinet', 'Balcony', 'Air Conditioner', 'Parking', '24-Hour Security']",5.0,2.0,2.5-sty terrace/link house,315.31,193600.0,0.0016286644951140066,197,13,0,1,3
11693,2100000,bandar utama,selangor,5.0,freehold,unfurnished,3000.0,[],4.0,2.0,2.5-sty terrace/link house,700.0,420000.0,0.0016666666666666668,24,13,0,2,3
11694,1300000,cyberjaya,selangor,5.0,freehold,unfurnished,3289.0,"['Bbq', 'Parking', 'Jogging Track', 'Playground', 'Swimming Pool', '24-Hour Security', 'Jacuzzi']",5.0,4.0,2.5-sty terrace/link house,395.26,260000.0,0.0015202189115232593,69,13,0,2,3
11695,950000,shah alam,selangor,4.0,freehold,unfurnished,2600.0,['24-Hour Security'],3.0,2.0,2.5-sty terrace/link house,365.38,237500.0,0.0015384615384615385,237,13,0,2,3
11696,1650000,subang jaya,selangor,6.0,leasehold,unfurnished,3500.0,[],5.0,2.0,2.5-sty terrace/link house,471.43,275000.0,0.0017142857142857142,249,13,1,2,3
11697,2550000,sunway spk,kuala lumpur,6.0,freehold,partly furnished,2978.0,[],6.0,4.0,2.5-sty terrace/link house,856.28,425000.0,0.0020147750167897917,264,3,0,1,3
11698,670000,shah alam,selangor,4.0,freehold,unfurnished,2232.0,['24-Hour Security'],3.0,2.0,2.5-sty terrace/link house,300.18,167500.0,0.0017921146953405018,237,13,0,2,3
11699,1600000,sungai buloh,selangor,5.0,freehold,partly furnished,3200.0,"['Balcony', 'Air Conditioner', 'Kitchen Cabinet', 'Garage', 'Garden', 'Bath Tub', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Tennis Courts', 'Business Centre', 'Gym', 'Salon', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Wading Pool', 'Badminton Court', 'Bus Stop', 'Basketball Court']",5.0,3.0,2.5-sty terrace/link house,500.0,320000.0,0.0015625,252,13,0,1,3
11700,850000,ampang,selangor,7.0,freehold,unfurnished,3200.0,"['Balcony', 'Kitchen Cabinet', 'Garden', 'Bbq', 'Parking']",4.0,1.0,2.5-sty terrace/link house,265.63,121428.57142857143,0.0021875,3,13,0,2,3
11701,1680000,subang jaya,selangor,5.0,freehold,unfurnished,3600.0,"['Kitchen Cabinet', 'Balcony', 'Air Conditioner', 'Bath Tub', 'Parking', 'Playground', '24-Hour Security']",6.0,2.0,2.5-sty terrace/link house,466.67,336000.0,0.001388888888888889,249,13,0,2,3
11702,2280000,sungai buloh,selangor,6.0,freehold,unfurnished,3600.0,"['Balcony', 'Garden', 'Bbq', 'Jogging Track', 'Playground', 'Squash Court', 'Tennis Courts', 'Business Centre', 'Gym', 'Retail Stores', 'Salon', 'Swimming Pool', '24-Hour Security', 'Clubhouse', 'Jacuzzi', 'Nursery', 'Wading Pool', 'Cafe', 'Badminton Court', 'Basketball Court']",5.0,3.0,2.5-sty terrace/link house,633.33,380000.0,0.0016666666666666668,252,13,0,2,3
11703,2450000,bandar utama,selangor,5.0,freehold,unfurnished,3800.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Parking', 'Jogging Track', 'Playground', '24-Hour Security']",4.0,2.0,2.5-sty terrace/link house,644.74,490000.0,0.0013157894736842105,24,13,0,2,3
11704,1300000,kepong,kuala lumpur,4.0,leasehold,fully furnished,1600.0,[],3.0,2.0,2.5-sty terrace/link house,812.5,325000.0,0.0025,116,3,1,0,3
11705,780000,kepong,kuala lumpur,4.0,leasehold,partly furnished,1500.0,[],3.0,2.0,2.5-sty terrace/link house,520.0,195000.0,0.0026666666666666666,116,3,1,1,3
11706,1930000,bandar utama,selangor,5.0,freehold,unfurnished,3000.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garden', 'Parking', 'Jogging Track', 'Playground', '24-Hour Security']",4.0,2.0,2.5-sty terrace/link house,643.33,386000.0,0.0016666666666666668,24,13,0,2,3
11707,2100000,bandar utama,selangor,5.0,freehold,unfurnished,3000.0,"['Air Conditioner', 'Kitchen Cabinet', 'Bbq', 'Jogging Track', 'Playground', 'Tennis Courts', 'Retail Stores', '24-Hour Security', 'Nursery']",4.0,2.0,2.5-sty terrace/link house,700.0,420000.0,0.0016666666666666668,24,13,0,2,3
11708,2000000,taman tun dr ismail,kuala lumpur,6.0,freehold,partly furnished,3800.0,['Parking'],4.0,3.0,2.5-sty terrace/link house,526.32,333333.3333333333,0.0015789473684210526,267,3,0,1,3
11709,3350000,tanjung tokong,penang,5.0,freehold,fully furnished,3488.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Bath Tub', 'Parking', '24-Hour Security']",5.0,2.0,2.5-sty terrace/link house,960.44,670000.0,0.0014334862385321102,277,7,0,0,3
11710,1400000,kepong,kuala lumpur,6.0,leasehold,unfurnished,3300.0,[],4.0,2.0,2.5-sty terrace/link house,424.24,233333.33333333334,0.0018181818181818182,116,3,1,2,3
11711,1680000,puchong,selangor,5.0,freehold,unfurnished,2980.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Jogging Track', 'Playground', '24-Hour Security']",5.0,2.0,2.5-sty terrace/link house,563.76,336000.0,0.0016778523489932886,197,13,0,2,3
11712,1880000,kepong,kuala lumpur,6.0,leasehold,unfurnished,3300.0,[],4.0,3.0,2.5-sty terrace/link house,569.7,313333.3333333333,0.0018181818181818182,116,3,1,2,3
11713,1450000,bandar menjalara,kuala lumpur,5.0,leasehold,partly furnished,2068.0,"['Kitchen Cabinet', 'Air Conditioner', 'Playground', '24-Hour Security']",3.0,2.0,2.5-sty terrace/link house,701.16,290000.0,0.0024177949709864605,19,3,1,1,3
11714,1480000,sri petaling,kuala lumpur,5.0,freehold,unfurnished,2500.0,"['Air Conditioner', 'Kitchen Cabinet', 'Garage', 'Parking', 'Jogging Track', 'Business Centre', '24-Hour Security']",5.0,3.0,2.5-sty terrace/link house,592.0,296000.0,0.002,247,3,0,2,3
11715,1210000,sri petaling,kuala lumpur,5.0,freehold,unfurnished,2800.0,"['Air Conditioner', 'Balcony', 'Bath Tub', 'Kitchen Cabinet', 'Garage']",5.0,3.0,2.5-sty terrace/link house,432.14,242000.0,0.0017857142857142857,247,3,0,2,3
11716,1320000,sri petaling,kuala lumpur,4.0,freehold,unfurnished,2000.0,"['Bbq', 'Parking', 'Jogging Track', 'Playground', 'Business Centre', 'Retail Stores', '24-Hour Security']",3.0,5.0,2.5-sty terrace/link house,660.0,330000.0,0.002,247,3,0,2,3
11717,2000000,subang jaya,selangor,7.0,freehold,unfurnished,4044.0,"['Garden', 'Balcony', 'Kitchen Cabinet']",6.0,3.0,2.5-sty terrace/link house,494.56,285714.28571428574,0.0017309594460929772,249,13,0,2,3
11718,2600000,taman tun dr ismail,kuala lumpur,5.0,freehold,unfurnished,3300.0,[],4.0,2.0,2.5-sty terrace/link house,787.88,520000.0,0.0015151515151515152,267,3,0,2,3
11719,1200000,seri kembangan,selangor,5.0,freehold,unfurnished,2700.0,"['Kitchen Cabinet', 'Air Conditioner']",4.0,2.0,2.5-sty terrace/link house,444.44,240000.0,0.001851851851851852,232,13,0,2,3
11720,1180000,bukit jalil,kuala lumpur,6.0,freehold,unfurnished,2800.0,[],4.0,2.0,2.5-sty terrace/link house,421.43,196666.66666666666,0.002142857142857143,51,3,0,2,3
11721,680000,puchong,selangor,4.0,leasehold,unfurnished,2096.0,[],4.0,2.0,2.5-sty terrace/link house,324.43,170000.0,0.0019083969465648854,197,13,1,2,3
11722,1750000,bandar utama,selangor,5.0,freehold,unfurnished,3000.0,"['Air Conditioner', 'Kitchen Cabinet', 'Bbq', 'Parking', 'Jogging Track', 'Playground']",4.0,5.0,2.5-sty terrace/link house,583.33,350000.0,0.0016666666666666668,24,13,0,2,3
11723,780000,bukit mertajam,penang,5.0,freehold,unfurnished,2420.0,[],4.0,2.0,2.5-sty terrace/link house,322.31,156000.0,0.002066115702479339,58,7,0,2,3
11724,1430000,subang jaya,selangor,5.0,freehold,partly furnished,2500.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garden', 'Parking', 'Playground', 'Swimming Pool', '24-Hour Security', 'Wading Pool']",4.0,2.0,2.5-sty terrace/link house,572.0,286000.0,0.002,249,13,0,1,3
11725,2350000,sunway spk,kuala lumpur,6.0,freehold,partly furnished,2800.0,"['Kitchen Cabinet', 'Air Conditioner']",4.0,3.0,2.5-sty terrace/link house,839.29,391666.6666666667,0.002142857142857143,264,3,0,1,3
11726,780000,subang jaya,selangor,5.0,leasehold,unfurnished,2200.0,"['Kitchen Cabinet', 'Air Conditioner']",3.0,2.0,2.5-sty terrace/link house,354.55,156000.0,0.0022727272727272726,249,13,1,2,3
11727,1250000,puchong,selangor,5.0,freehold,unfurnished,3070.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', '24-Hour Security', 'Playground']",5.0,4.0,2.5-sty terrace/link house,407.17,250000.0,0.0016286644951140066,197,13,0,2,3
11728,1380000,subang jaya,selangor,5.0,freehold,unfurnished,2800.0,"['Kitchen Cabinet', 'Air Conditioner', 'Bbq', 'Parking', 'Jogging Track', 'Playground']",5.0,2.0,2.5-sty terrace/link house,492.86,276000.0,0.0017857142857142857,249,13,0,2,3
11729,1180000,ulu kelang,selangor,6.0,freehold,unfurnished,4500.0,[],3.0,2.0,2.5-sty terrace/link house,262.22,196666.66666666666,0.0013333333333333333,292,13,0,2,3
11730,730000,ampang,selangor,4.0,leasehold,unfurnished,3000.0,[],4.0,2.0,2.5-sty terrace/link house,243.33,182500.0,0.0013333333333333333,3,13,1,2,3
11731,1200000,bandar sri damansara,selangor,4.0,freehold,unfurnished,2400.0,"['Kitchen Cabinet', 'Balcony', 'Playground', 'Retail Stores', '24-Hour Security']",4.0,2.0,2.5-sty terrace/link house,500.0,300000.0,0.0016666666666666668,20,13,0,2,3
11732,1450000,puchong,selangor,5.0,freehold,unfurnished,3400.0,"['Kitchen Cabinet', 'Air Conditioner']",4.0,4.0,2.5-sty terrace/link house,426.47,290000.0,0.0014705882352941176,197,13,0,2,3
11733,950000,ampang,selangor,4.0,leasehold,partly furnished,3200.0,"['Kitchen Cabinet', 'Balcony']",3.0,2.0,2.5-sty terrace/link house,296.88,237500.0,0.00125,3,13,1,1,3
11734,838000,seri kembangan,selangor,5.0,freehold,unfurnished,2500.0,"['Parking', '24-Hour Security']",3.0,2.0,2.5-sty terrace/link house,335.2,167600.0,0.002,232,13,0,2,3
11735,1080000,subang jaya,selangor,5.0,leasehold,unfurnished,2000.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garage', 'Parking', 'Playground', 'Retail Stores']",5.0,2.0,2.5-sty terrace/link house,540.0,216000.0,0.0025,249,13,1,2,3
11736,870000,klang,selangor,6.0,freehold,unfurnished,2250.0,"['Kitchen Cabinet', 'Air Conditioner', '24-Hour Security']",5.0,2.0,2.5-sty terrace/link house,386.67,145000.0,0.0026666666666666666,123,13,0,2,3
11737,590000,seri kembangan,selangor,5.0,leasehold,unfurnished,1950.0,"['Kitchen Cabinet', 'Parking', '24-Hour Security']",3.0,2.0,2.5-sty terrace/link house,302.56,118000.0,0.002564102564102564,232,13,1,2,3
11738,1350000,klang,selangor,5.0,freehold,unfurnished,1800.0,['24-Hour Security'],5.0,2.0,2.5-sty terrace/link house,750.0,270000.0,0.002777777777777778,123,13,0,2,3
11739,768000,kuching,sarawak,5.0,leasehold,unfurnished,2440.0,[],4.0,4.0,2.5-sty terrace/link house,314.75,153600.0,0.0020491803278688526,147,12,1,2,3
11740,838000,seri kembangan,selangor,5.0,freehold,unfurnished,2500.0,"['Parking', '24-Hour Security']",3.0,2.0,2.5-sty terrace/link house,335.2,167600.0,0.002,232,13,0,2,3
11741,830000,seri kembangan,selangor,4.0,leasehold,partly furnished,1540.0,"['Kitchen Cabinet', 'Air Conditioner']",3.0,1.0,2.5-sty terrace/link house,538.96,207500.0,0.0025974025974025974,232,13,1,1,3
11742,850000,seri kembangan,selangor,5.0,leasehold,partly furnished,3050.0,"['Kitchen Cabinet', 'Air Conditioner', 'Balcony', 'Parking', '24-Hour Security']",4.0,2.0,2.5-sty terrace/link house,278.69,170000.0,0.001639344262295082,232,13,1,1,3
11743,1850000,subang jaya,selangor,6.0,freehold,unfurnished,3150.0,"['Kitchen Cabinet', 'Air Conditioner']",5.0,3.0,2.5-sty terrace/link house,587.3,308333.3333333333,0.0019047619047619048,249,13,0,2,3
11744,1540000,shah alam,selangor,5.0,freehold,unfurnished,3200.0,"['Kitchen Cabinet', 'Air Conditioner', 'Parking', 'Playground', 'Business Centre', '24-Hour Security']",6.0,2.0,2.5-sty terrace/link house,481.25,308000.0,0.0015625,237,13,0,2,3
11745,2450000,bandar utama,selangor,5.0,freehold,unfurnished,3800.0,"['Kitchen Cabinet', 'Air Conditioner', '24-Hour Security']",4.0,2.0,2.5-sty terrace/link house,644.74,490000.0,0.0013157894736842105,24,13,0,2,3
11746,685000,shah alam,selangor,5.0,freehold,unfurnished,2400.0,[],3.0,4.0,2.5-sty terrace/link house,285.42,137000.0,0.0020833333333333333,237,13,0,2,3
11747,1350000,bandar sri damansara,selangor,4.0,freehold,unfurnished,2500.0,[],4.0,2.0,2.5-sty terrace/link house,540.0,337500.0,0.0016,20,13,0,2,3
11748,2360000,sunway spk,kuala lumpur,6.0,freehold,unfurnished,2600.0,[],4.0,2.0,2.5-sty terrace/link house,907.69,393333.3333333333,0.002307692307692308,264,3,0,2,3
11749,1550000,cheras,kuala lumpur,7.0,freehold,unfurnished,3500.0,[],4.0,2.0,2.5-sty terrace/link house,442.86,221428.57142857142,0.002,67,3,0,2,3
11750,1180000,seri kembangan,selangor,5.0,leasehold,unfurnished,3228.0,[],4.0,2.0,2.5-sty terrace/link house,365.55,236000.0,0.0015489467162329617,232,13,1,2,3
11751,570000,selayang,selangor,4.0,leasehold,unfurnished,1500.0,[],2.0,2.0,2.5-sty terrace/link house,380.0,142500.0,0.0026666666666666666,218,13,1,2,3
11752,1900000,petaling jaya,selangor,6.0,freehold,unfurnished,3000.0,[],5.0,2.0,2.5-sty terrace/link house,633.33,316666.6666666667,0.002,189,13,0,2,3
11753,1490000,putrajaya,putrajaya,5.0,freehold,unfurnished,3753.0,"['Parking', 'Jogging Track', 'Playground']",4.0,1.0,2.5-sty terrace/link house,397.0,298000.0,0.001332267519317879,201,10,0,2,3
11754,760000,shah alam,selangor,6.0,leasehold,unfurnished,2090.0,"['Kitchen Cabinet', 'Balcony']",4.0,2.0,2.5-sty terrace/link house,363.64,126666.66666666667,0.0028708133971291866,237,13,1,2,3
11755,800000,dengkil,selangor,4.0,freehold,unfurnished,3014.0,[],4.0,4.0,2.5-sty terrace/link house,265.43,200000.0,0.0013271400132714001,73,13,0,2,3
11756,830000,shah alam,selangor,5.0,leasehold,unfurnished,2600.0,"['Kitchen Cabinet', 'Air Conditioner']",4.0,2.0,2.5-sty terrace/link house,319.23,166000.0,0.0019230769230769232,237,13,1,2,3
11757,1880000,bandar utama,selangor,4.0,freehold,partly furnished,3000.0,"['Kitchen Cabinet', 'Air Conditioner', 'Garden', 'Bbq', 'Parking', 'Jogging Track', 'Playground', 'Business Centre', 'Retail Stores']",5.0,2.0,2.5-sty terrace/link house,626.67,470000.0,0.0013333333333333333,24,13,0,1,3
11758,760000,segambut,kuala lumpur,5.0,leasehold,unfurnished,3200.0,['Playground'],5.0,2.0,2.5-sty terrace/link house,237.5,152000.0,0.0015625,215,3,1,2,3
